combined_sheet,batch,source_workbook,source_sheet,excel_row,account,recommended_action,evidence_url,row_json
summary,3,pat_trigger_search_batch_003.xlsx,Summary,5,,,,"{""Trigger Search Batch 003"": ""Accounts triaged in this batch"", ""Column_2"": 100, ""_excel_row"": 5, ""_batch"": 3, ""_source_workbook"": ""pat_trigger_search_batch_003.xlsx"", ""_source_sheet"": ""Summary""}"
summary,3,pat_trigger_search_batch_003.xlsx,Summary,6,,,,"{""Trigger Search Batch 003"": ""Validated / work-now trigger rows"", ""Column_2"": 22, ""_excel_row"": 6, ""_batch"": 3, ""_source_workbook"": ""pat_trigger_search_batch_003.xlsx"", ""_source_sheet"": ""Summary""}"
summary,3,pat_trigger_search_batch_003.xlsx,Summary,7,,,,"{""Trigger Search Batch 003"": ""Send now"", ""Column_2"": 4, ""_excel_row"": 7, ""_batch"": 3, ""_source_workbook"": ""pat_trigger_search_batch_003.xlsx"", ""_source_sheet"": ""Summary""}"
summary,3,pat_trigger_search_batch_003.xlsx,Summary,8,,,,"{""Trigger Search Batch 003"": ""Light research first"", ""Column_2"": 9, ""_excel_row"": 8, ""_batch"": 3, ""_source_workbook"": ""pat_trigger_search_batch_003.xlsx"", ""_source_sheet"": ""Summary""}"
summary,3,pat_trigger_search_batch_003.xlsx,Summary,9,,,,"{""Trigger Search Batch 003"": ""Account research first"", ""Column_2"": 9, ""_excel_row"": 9, ""_batch"": 3, ""_source_workbook"": ""pat_trigger_search_batch_003.xlsx"", ""_source_sheet"": ""Summary""}"
summary,3,pat_trigger_search_batch_003.xlsx,Summary,10,,,,"{""Trigger Search Batch 003"": ""Suppressed / revisit later"", ""Column_2"": 24, ""_excel_row"": 10, ""_batch"": 3, ""_source_workbook"": ""pat_trigger_search_batch_003.xlsx"", ""_source_sheet"": ""Summary""}"
summary,3,pat_trigger_search_batch_003.xlsx,Summary,11,,,,"{""Trigger Search Batch 003"": ""Batch note"", ""Column_2"": ""Looser work-now parameter used: included moderate, evidence-backed signals as Light research first or Account research first; weak identity-cleanup rows are clearly marked and not outreach-ready."", ""_excel_row"": 11, ""_batch"": 3, ""_source_workbook"": ""pat_trigger_search_batch_003.xlsx"", ""_source_sheet"": ""Summary""}"
summary,4,pat_trigger_search_batch_004.xlsx,Summary,2,,,,"{""Batch"": ""Rank window"", ""004"": ""401-500"", ""_excel_row"": 2, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Summary""}"
summary,4,pat_trigger_search_batch_004.xlsx,Summary,3,,,,"{""Batch"": ""Run date"", ""004"": ""2026-05-31"", ""_excel_row"": 3, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Summary""}"
summary,4,pat_trigger_search_batch_004.xlsx,Summary,4,,,,"{""Batch"": ""Work-now setting"", ""004"": ""Less strict: include moderate evidence as Light research / Account research first"", ""_excel_row"": 4, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Summary""}"
summary,4,pat_trigger_search_batch_004.xlsx,Summary,5,,,,"{""Batch"": ""Accounts reviewed"", ""004"": 100, ""_excel_row"": 5, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Summary""}"
summary,4,pat_trigger_search_batch_004.xlsx,Summary,6,,,,"{""Batch"": ""Trigger rows"", ""004"": 18, ""_excel_row"": 6, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Summary""}"
summary,4,pat_trigger_search_batch_004.xlsx,Summary,7,,,,"{""Batch"": ""Send now"", ""004"": 5, ""_excel_row"": 7, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Summary""}"
summary,4,pat_trigger_search_batch_004.xlsx,Summary,8,,,,"{""Batch"": ""Light research first"", ""004"": 10, ""_excel_row"": 8, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Summary""}"
summary,4,pat_trigger_search_batch_004.xlsx,Summary,9,,,,"{""Batch"": ""Account research first"", ""004"": 3, ""_excel_row"": 9, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Summary""}"
summary,4,pat_trigger_search_batch_004.xlsx,Summary,10,,,,"{""Batch"": ""Suppressed / revisit later"", ""004"": 82, ""_excel_row"": 10, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Summary""}"
summary,4,pat_trigger_search_batch_004.xlsx,Summary,12,,,,"{""Batch"": ""Top send-now accounts"", ""004"": ""AABP; AAAAI; PICPA; MEA Energy Association; American Society of Employers"", ""_excel_row"": 12, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Summary""}"
trigger_cards,1,pat_trigger_search_batch_001.xlsx,Trigger Cards,2,"American College of Physicians, Inc.",Light research first,https://www.acponline.org/cme-moc,"{""Account Name"": ""American College of Physicians, Inc."", ""Rank"": 6, ""Segment"": ""Association/Nonprofit"", ""Signal Type"": ""CME/MOC online learning"", ""Trigger Found"": ""ACP highlights hundreds of CME and MOC activities in its Online Learning Center, 2026 Internal Medicine Meeting credit claiming, virtual course offerings, and MKSAP board/MOC prep resources."", ""Evidence URL"": ""https://www.acponline.org/cme-moc"", ""Evidence Date"": ""2026 page copyright; Internal Medicine Meeting 2026 referenced"", ""Trigger Score"": 4, ""Evidence Quality"": ""Strong"", ""Recommended Action"": ""Light research first"", ""Why It Matters"": ""Large, current CME/MOC portfolio creates a natural fit-check around learner experience and education administration."", ""Suggested Persona"": ""CME/MOC or online learning leader"", ""Brightspace Angle"": ""Compare how ACP manages CME/MOC activity discovery, transcripts, and learner experience across member education offerings."", ""Outreach Draft"": ""Noticed ACP is putting a lot of member value around CME/MOC, including the Online Learning Center, MKSAP, and Internal Medicine Meeting 2026 content. It caught my eye because those programs usually create a lot of moving parts around activity discovery, credit tracking, and the learner experience. Curious how your team is thinking about the online learning side as those offerings keep expanding. Worth comparing notes?"", ""Discovery Question"": ""As CME/MOC options grow, what is most important to make easier for physicians and for the team administering the programs?"", ""Do Not Claim"": ""Do not claim ACP is looking for a new LMS, has admin pain, or is dissatisfied with current systems."", ""Research Gap"": ""Confirm the current owner for online learning/CME operations before sending."", ""_excel_row"": 2, ""_batch"": 1, ""_source_workbook"": ""pat_trigger_search_batch_001.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,1,pat_trigger_search_batch_001.xlsx,Trigger Cards,3,Society of Hospital Medicine,Send now,https://www.hospitalmedicine.org/professional-development/cme-moc/shm-converge-on-demand-2026/,"{""Account Name"": ""Society of Hospital Medicine"", ""Rank"": 52, ""Segment"": ""Association/Nonprofit"", ""Signal Type"": ""CME/MOC on-demand expansion"", ""Trigger Found"": ""SHM Converge On Demand 2026 offers 100+ recorded/exclusive sessions, access through 2029, and up to 91 CME credits and ABIM MOC points."", ""Evidence URL"": ""https://www.hospitalmedicine.org/professional-development/cme-moc/shm-converge-on-demand-2026/"", ""Evidence Date"": ""2026 on-demand program"", ""Trigger Score"": 5, ""Evidence Quality"": ""Strong"", ""Recommended Action"": ""Send now"", ""Why It Matters"": ""Recent, specific, high-volume CME/MOC program with clear admin/reporting implications."", ""Suggested Persona"": ""Director of Education, CME/MOC, or Professional Development"", ""Brightspace Angle"": ""Compare administration and learner experience for high-volume enduring CME/MOC content after the annual conference."", ""Outreach Draft"": ""Saw SHM Converge On Demand 2026 is live with 100+ sessions and up to 91 CME credits and MOC points. That stood out because on-demand conference libraries can get complicated fast when you are balancing access, credit, evaluations, and reporting. Curious how SHM is thinking about the learner and admin side of that program now that the content runs through 2029. Worth comparing notes?"", ""Discovery Question"": ""What is the hardest part of making a large on-demand CME/MOC library easy for both learners and education staff?"", ""Do Not Claim"": ""Do not imply SHM has a platform issue or is replacing SHM Learning."", ""Research Gap"": ""Confirm the right education operations contact."", ""_excel_row"": 3, ""_batch"": 1, ""_source_workbook"": ""pat_trigger_search_batch_001.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,1,pat_trigger_search_batch_001.xlsx,Trigger Cards,4,Institute of Continuing Legal Education,Send now,https://www.icle.org/home.aspx,"{""Account Name"": ""Institute of Continuing Legal Education"", ""Rank"": 85, ""Segment"": ""Training Org"", ""Signal Type"": ""Education leadership change"", ""Trigger Found"": ""ICLE named Jeffrey E. Kirkey executive director effective June 4, 2026; he previously served as chief learning officer and will oversee operations and strategic objectives."", ""Evidence URL"": ""https://www.icle.org/home.aspx"", ""Evidence Date"": ""Effective 2026-06-04"", ""Trigger Score"": 5, ""Evidence Quality"": ""Strong"", ""Recommended Action"": ""Send now"", ""Why It Matters"": ""Very timely leadership change with explicit learning background and strategic oversight."", ""Suggested Persona"": ""Executive Director or Chief Learning/education operations leader"", ""Brightspace Angle"": ""Use the leadership change as a low-pressure reason to compare notes on digital legal education operations and learner/member experience."", ""Outreach Draft"": ""Noticed Jeffrey Kirkey is stepping into the executive director role at ICLE after serving as chief learning officer. That caught my eye because leadership transitions tied to learning often bring a fresh look at how programs, contributors, and digital delivery fit together. I work with education teams thinking through those same operational questions. Open to a quick gut-check after the transition settles in?"", ""Discovery Question"": ""As ICLE looks ahead, where do learning operations and online program delivery need to be easiest for the team?"", ""Do Not Claim"": ""Do not claim ICLE is changing strategy, replacing technology, or has a learning operations problem."", ""Research Gap"": ""Confirm whether outreach should go to Jeffrey directly or an education operations owner."", ""_excel_row"": 4, ""_batch"": 1, ""_source_workbook"": ""pat_trigger_search_batch_001.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,1,pat_trigger_search_batch_001.xlsx,Trigger Cards,5,Philly SHRM,Light research first,https://phillyshrm.org/resources/cert-study-group/,"{""Account Name"": ""Philly SHRM"", ""Rank"": 92, ""Segment"": ""Association/Nonprofit"", ""Signal Type"": ""Certification prep / PDC program"", ""Trigger Found"": ""Philly SHRM promotes SHRM-CP/SHRM-SCP exam prep with Temple University using the 2026 SHRM Learning System and notes SHRM/HRCI credit-recognition paths."", ""Evidence URL"": ""https://phillyshrm.org/resources/cert-study-group/"", ""Evidence Date"": ""Current page references 2026 SHRM Learning System"", ""Trigger Score"": 4, ""Evidence Quality"": ""Strong"", ""Recommended Action"": ""Light research first"", ""Why It Matters"": ""Specific 2026 certification-prep activity tied to member professional development."", ""Suggested Persona"": ""Certification chair, professional development chair, or chapter administrator"", ""Brightspace Angle"": ""Fit-check around managing certification prep partners, PDC-bearing programming, and member learning journeys."", ""Outreach Draft"": ""Noticed Philly SHRM is promoting SHRM-CP and SHRM-SCP prep with Temple using the 2026 SHRM Learning System. It caught my eye because chapter education teams often have to stitch together prep courses, PDC programming, partner delivery, and member communications. Curious how your team is thinking about that experience for members this year. Worth comparing notes?"", ""Discovery Question"": ""How are you keeping certification prep and recertification-related programming easy for members to find and complete?"", ""Do Not Claim"": ""Do not claim Philly SHRM owns SHRM certification content or needs a platform change."", ""Research Gap"": ""Confirm the current certification/programming chair."", ""_excel_row"": 5, ""_batch"": 1, ""_source_workbook"": ""pat_trigger_search_batch_001.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,1,pat_trigger_search_batch_001.xlsx,Trigger Cards,6,The Risk Management Association,Light research first,https://www.prosightfa.org/training/professional-development/,"{""Account Name"": ""The Risk Management Association"", ""Rank"": 75, ""Segment"": ""Association/Nonprofit"", ""Signal Type"": ""Training platform / credentialing transition"", ""Trigger Found"": ""RMA redirects into ProSight Financial Association after the RMA/BAI merger; ProSight describes professional development, credentialing, Learning Manager, credit-risk library, and CRC."", ""Evidence URL"": ""https://www.prosightfa.org/training/professional-development/"", ""Evidence Date"": ""2026 site; merger referenced as 2024; Learning Manager transition referenced for Oct. 1, 2025"", ""Trigger Score"": 4, ""Evidence Quality"": ""Strong"", ""Recommended Action"": ""Light research first"", ""Why It Matters"": ""Association merger plus training platform transition creates a timely but careful fit-check."", ""Suggested Persona"": ""Professional development, credentialing, or learning product leader at ProSight"", ""Brightspace Angle"": ""Compare how expanded association learning, credentialing, and institution-level training are administered after the RMA/BAI merger."", ""Outreach Draft"": ""Saw RMA is now part of ProSight, with professional development, credentialing, Learning Manager, and credit-risk training all sitting under the expanded association. That caught my eye because post-merger learning portfolios can raise new questions about catalog structure, reporting, and institutional delivery. Curious how the team is thinking about the education operations side of that combined offering. Open to a quick gut-check?"", ""Discovery Question"": ""As the combined learning portfolio matures, what needs to be easiest for member institutions and internal administrators?"", ""Do Not Claim"": ""Do not claim ProSight is dissatisfied with its Learning Manager or seeking another LMS."", ""Research Gap"": ""Validate the right ProSight education/product owner and whether D2L has any competitive/channel constraints."", ""_excel_row"": 6, ""_batch"": 1, ""_source_workbook"": ""pat_trigger_search_batch_001.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,1,pat_trigger_search_batch_001.xlsx,Trigger Cards,7,Credit Union Executives Society,Send now,https://www.cues.org/newsroom/next-generation-cu-leaders-takes-shape-applications-open-cues-emerge-2026,"{""Account Name"": ""Credit Union Executives Society"", ""Rank"": 41, ""Segment"": ""Association/Nonprofit"", ""Signal Type"": ""Leadership program / credential"", ""Trigger Found"": ""CUES opened applications for CUES Emerge 2026, a virtual leadership development program whose completers earn the Certified Credit Union Manager designation."", ""Evidence URL"": ""https://www.cues.org/newsroom/next-generation-cu-leaders-takes-shape-applications-open-cues-emerge-2026"", ""Evidence Date"": ""2026-01-08"", ""Trigger Score"": 5, ""Evidence Quality"": ""Strong"", ""Recommended Action"": ""Send now"", ""Why It Matters"": ""Recent application opening for a named leadership/credential program with clear delivery complexity."", ""Suggested Persona"": ""VP/Director of Professional Development or CUES Emerge program owner"", ""Brightspace Angle"": ""Compare digital cohort learning, business-case submissions, peer discussions, and credential completion tracking."", ""Outreach Draft"": ""Noticed applications opened for CUES Emerge 2026, including virtual classroom sessions, mastermind discussions, business-case work, and the CCM designation. That stood out because cohort-based credential programs usually need a strong learner experience and clean program tracking behind the scenes. Curious how CUES is thinking about that delivery model as the program grows. Worth comparing notes?"", ""Discovery Question"": ""What matters most in keeping a virtual leadership cohort engaging while still making completion and credential tracking manageable?"", ""Do Not Claim"": ""Do not claim CUES has delivery issues or needs to replace its current learning portal."", ""Research Gap"": ""Confirm the current owner for CUES Emerge or professional development."", ""_excel_row"": 7, ""_batch"": 1, ""_source_workbook"": ""pat_trigger_search_batch_001.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,1,pat_trigger_search_batch_001.xlsx,Trigger Cards,8,Credit Union Executives Society,Light research first,https://www.cues.org/professional-development-and-events/cues-governance-leadership-institutetm,"{""Account Name"": ""Credit Union Executives Society"", ""Rank"": 41, ""Segment"": ""Association/Nonprofit"", ""Signal Type"": ""Governance institute refresh"", ""Trigger Found"": ""CUES Governance Leadership Institute is newly enhanced for September 20-24, 2026, combining and modernizing prior programs into one integrated experience and awarding the Certified Credit Union Director designation."", ""Evidence URL"": ""https://www.cues.org/professional-development-and-events/cues-governance-leadership-institutetm"", ""Evidence Date"": ""2026-09-20 to 2026-09-24"", ""Trigger Score"": 4, ""Evidence Quality"": ""Strong"", ""Recommended Action"": ""Light research first"", ""Why It Matters"": ""Program redesign and credential language create a current learning-operations angle."", ""Suggested Persona"": ""Director of Professional Development or governance education lead"", ""Brightspace Angle"": ""Compare management of premium in-person leadership programs, credential requirements, and post-event learning assets."", ""Outreach Draft"": ""Also saw CUES has refreshed its Governance Leadership Institute into a single integrated program for 2026 with the CCD designation. That feels like the kind of program where the experience before, during, and after the event matters a lot. Curious how your team is thinking about supporting that learning journey beyond the room. Worth comparing notes?"", ""Discovery Question"": ""For premium governance programs, where do you want technology to make the participant and admin experience lighter?"", ""Do Not Claim"": ""Do not claim the refresh creates operational pain or technology need."", ""Research Gap"": ""Decide whether CUES Emerge or Governance Leadership Institute is the better entry point."", ""_excel_row"": 8, ""_batch"": 1, ""_source_workbook"": ""pat_trigger_search_batch_001.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,1,pat_trigger_search_batch_001.xlsx,Trigger Cards,9,"Project Management Institute, Inc.",Light research first,https://www.pmi.org/events/pmi-training/Embracing-AI-in-Your-Projects,"{""Account Name"": ""Project Management Institute, Inc."", ""Rank"": 8, ""Segment"": ""Association/Nonprofit"", ""Signal Type"": ""AI training / certification bundle"", ""Trigger Found"": ""PMI Training lists a 1-day Embracing AI in Your Projects live class on Oct. 28, 2026 and cross-promotes the PMI-CPMAI certification bundle for leading AI projects."", ""Evidence URL"": ""https://www.pmi.org/events/pmi-training/Embracing-AI-in-Your-Projects"", ""Evidence Date"": ""2026-10-28 event"", ""Trigger Score"": 4, ""Evidence Quality"": ""Strong"", ""Recommended Action"": ""Light research first"", ""Why It Matters"": ""Current AI-focused training and credential bundle provide a timely professional-learning signal."", ""Suggested Persona"": ""Certification/product leader for AI learning or PMI Training"", ""Brightspace Angle"": ""Fit-check around scaling emerging-topic professional education, PDUs, and credential-linked learning paths."", ""Outreach Draft"": ""Noticed PMI is continuing to build around AI learning, including the Embracing AI in Your Projects class and the PMI-CPMAI bundle. It caught my eye because emerging-topic credentials often move quickly from course launch to learner-path, PDU, and reporting questions. Curious how PMI is thinking about that experience as AI offerings mature. Worth comparing notes?"", ""Discovery Question"": ""How are you deciding what should live as a course, a bundle, or a credential pathway as AI learning demand changes?"", ""Do Not Claim"": ""Do not claim PMI has difficulty scaling or needs new technology."", ""Research Gap"": ""Confirm the current owner for PMI Training or AI certification products."", ""_excel_row"": 9, ""_batch"": 1, ""_source_workbook"": ""pat_trigger_search_batch_001.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,1,pat_trigger_search_batch_001.xlsx,Trigger Cards,10,American Academy of Cosmetic Dentistry,Light research first,https://www.aacd.com/newsroom/aacd-2026-wraps-in-style-a-celebration-of-innovation-education-and-community,"{""Account Name"": ""American Academy of Cosmetic Dentistry"", ""Rank"": 60, ""Segment"": ""Association/Nonprofit"", ""Signal Type"": ""Conference education / accreditation pathway"", ""Trigger Found"": ""AACD’s 2026 Scientific Session wrapped April 16-18, 2026 with expert-led lectures and hands-on workshops; AACD also promotes Accreditation workshops and CEntral online learning content."", ""Evidence URL"": ""https://www.aacd.com/newsroom/aacd-2026-wraps-in-style-a-celebration-of-innovation-education-and-community"", ""Evidence Date"": ""2026-04-16 to 2026-04-18 event"", ""Trigger Score"": 4, ""Evidence Quality"": ""Strong"", ""Recommended Action"": ""Light research first"", ""Why It Matters"": ""Recent CE-heavy event plus accreditation/online learning pathway creates a strong fit-check."", ""Suggested Persona"": ""Education, accreditation, or scientific session program leader"", ""Brightspace Angle"": ""Compare how conference CE, accreditation-required workshops, and online learning content connect across a member journey."", ""Outreach Draft"": ""Noticed AACD 2026 wrapped in April with a heavy continuing education focus, including lectures, hands-on workshops, and accreditation-related learning. That caught my eye because conference education and credential pathways can be tough to connect cleanly after the live event ends. Curious how AACD is thinking about the online and accreditation side of that member journey. Worth comparing notes?"", ""Discovery Question"": ""How are you connecting scientific session learning, accreditation requirements, and online content for members after the event?"", ""Do Not Claim"": ""Do not claim AACD needs to change CEntral or has CE tracking problems."", ""Research Gap"": ""Confirm the right education/accreditation contact."", ""_excel_row"": 10, ""_batch"": 1, ""_source_workbook"": ""pat_trigger_search_batch_001.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
